symbol,concept,decision_session,candidate_count,eligible_count,economic_period_group_count,same_day_rejected_count,duration_candidates_at_latest_end,selection_status,selection_reason,selected_fact
AMZN,NetCashProvidedByUsedInOperatingActivities,2024-01-12,7800,7228,142,0,"[{""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 365, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-10-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 92, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-07-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-23-000018"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2023-10-27"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""dd23db98ce723c665793b5ad78765fda07b02f6e1241e9c3b6f1a54e9c5f0985"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 42481000000}"
AMZN,NetCashProvidedByUsedInInvestingActivities,2024-01-12,7800,7228,142,0,"[{""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 365, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-10-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 92, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-07-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-23-000018"", ""concept"": ""NetCashProvidedByUsedInInvestingActivities"", ""filed_date"": ""2023-10-27"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""53f70f26333f7e5805a8cacecf4982a012eabc2ab9574c695b0998ec47031e3e"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -37232000000}"
AMZN,NetCashProvidedByUsedInFinancingActivities,2024-01-12,7800,7228,142,0,"[{""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 365, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-10-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 92, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-07-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-23-000018"", ""concept"": ""NetCashProvidedByUsedInFinancingActivities"", ""filed_date"": ""2023-10-27"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""5e067aef7dbf80864039a6992a6b757b685d4571f3170fb2a75047bf9144f921"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -9133000000}"
JPM,Assets,2024-01-12,752,692,59,0,"[{""accession_number"": ""0000019617-23-000524"", ""filed_date"": ""2023-11-01"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-23-000524"", ""concept"": ""Assets"", ""filed_date"": ""2023-11-01"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""4e96ceea5af62046492fd2a503075c807f74794c2fbacce9b87a1e424837c4a5"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 3898333000000}"
JPM,Liabilities,2024-01-12,540,500,59,0,"[{""accession_number"": ""0000019617-23-000524"", ""filed_date"": ""2023-11-01"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-23-000524"", ""concept"": ""Liabilities"", ""filed_date"": ""2023-11-01"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""4599ef560fef4095eceed7a79f7b01d750b8108c97e5b6337dd1ad1d85aabea0"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 3580962000000}"
JPM,StockholdersEquity,2024-01-12,688,628,60,0,"[{""accession_number"": ""0000019617-23-000524"", ""filed_date"": ""2023-11-01"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-23-000524"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2023-11-01"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""45433a7c9ae8df6214b0408ef40c6ead0517d9e99658335d041c640c239a3aed"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 317371000000}"
JPM,NetCashProvidedByUsedInOperatingActivities,2024-01-12,604,556,63,0,"[{""accession_number"": ""0000019617-23-000524"", ""filed_date"": ""2023-11-01"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-23-000524"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2023-11-01"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""9470e25b2392acf86d6cd5ca87110dc3f5e37f870008ed8fdb273ed14af8c5d9"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -47257000000}"
JPM,NetCashProvidedByUsedInInvestingActivities,2024-01-12,604,556,63,0,"[{""accession_number"": ""0000019617-23-000524"", ""filed_date"": ""2023-11-01"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-23-000524"", ""concept"": ""NetCashProvidedByUsedInInvestingActivities"", ""filed_date"": ""2023-11-01"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""4442cafef1c457008dc733e70fccb0ee78e3f08af7cfbedbc4ff98c3b5346f0d"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -12239000000}"
JPM,NetCashProvidedByUsedInFinancingActivities,2024-01-12,604,556,63,0,"[{""accession_number"": ""0000019617-23-000524"", ""filed_date"": ""2023-11-01"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-23-000524"", ""concept"": ""NetCashProvidedByUsedInFinancingActivities"", ""filed_date"": ""2023-11-01"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""964f1af55f9aacef7e89c24824bd7b7616273f24c0ea119aa96803fa98da3648"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 10326000000}"
AAPL,Assets,2024-01-19,5628,5208,59,0,"[{""accession_number"": ""0000320193-23-000106"", ""filed_date"": ""2023-11-03"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-23-000106"", ""concept"": ""Assets"", ""filed_date"": ""2023-11-03"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/aapl/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""703fb92c5726d6d5d83c0f1702b721fd31175346fcdcb5883f38dc4f20350cf2"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 352583000000}"
AAPL,Liabilities,2024-01-19,5544,5124,59,0,"[{""accession_number"": ""0000320193-23-000106"", ""filed_date"": ""2023-11-03"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-23-000106"", ""concept"": ""Liabilities"", ""filed_date"": ""2023-11-03"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/aapl/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""11c3925b16479d166cfbeed425adeb93a99381bc4204461a1ee88553c1cd04fb"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 290437000000}"
AAPL,StockholdersEquity,2024-01-19,9744,8736,61,0,"[{""accession_number"": ""0000320193-23-000106"", ""filed_date"": ""2023-11-03"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-23-000106"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2023-11-03"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/aapl/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""36aa0dd70cff59ad31b079a9af735c922856d339169c43e2a8fd90224a79edaa"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 62146000000}"
AAPL,NetCashProvidedByUsedInOperatingActivities,2024-01-19,5082,4620,56,0,"[{""accession_number"": ""0000320193-23-000106"", ""filed_date"": ""2023-11-03"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 371, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-09-25""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-23-000106"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2023-11-03"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 371, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-09-25"", ""source_member"": ""financial_reports/aapl/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""0606ff8c17f3a219496eee917fc96ec9bdb42bb1f445a5688099b5dd77217c9a"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 110543000000}"
AAPL,NetCashProvidedByUsedInInvestingActivities,2024-01-19,5082,4620,56,0,"[{""accession_number"": ""0000320193-23-000106"", ""filed_date"": ""2023-11-03"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 371, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-09-25""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-23-000106"", ""concept"": ""NetCashProvidedByUsedInInvestingActivities"", ""filed_date"": ""2023-11-03"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 371, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-09-25"", ""source_member"": ""financial_reports/aapl/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""c2fef5adef053426776e0d3f8ef3ce70c662b2fcef27aca18af4dd9b591e209b"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 3705000000}"
AAPL,NetCashProvidedByUsedInFinancingActivities,2024-01-19,5082,4620,56,0,"[{""accession_number"": ""0000320193-23-000106"", ""filed_date"": ""2023-11-03"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 371, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-09-25""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-23-000106"", ""concept"": ""NetCashProvidedByUsedInFinancingActivities"", ""filed_date"": ""2023-11-03"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 371, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-09-25"", ""source_member"": ""financial_reports/aapl/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""bcc21cfc9440de6339623ee347518628d1be3a29583d6837f82ae8287080f8f8"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -108488000000}"
AMZN,Assets,2024-01-19,3536,3224,59,0,"[{""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-23-000018"", ""concept"": ""Assets"", ""filed_date"": ""2023-10-27"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/amzn/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""a0deb876c8e8bba35883431aada419192e68d13fc92b6abf8dbd8ecbb3e75adb"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 486883000000}"
AMZN,Liabilities,2024-01-19,0,0,0,0,[],UNAVAILABLE,no PIT-safe fact with period end,
AMZN,StockholdersEquity,2024-01-19,5668,5044,61,0,"[{""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-23-000018"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2023-10-27"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-09-30"", ""period_start"": """", ""source_member"": ""financial_reports/amzn/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""3635fb5dfd67d3abb8fc317fd19904d26fefa67285fce1bcdae95a689d9abdef"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 182973000000}"
AMZN,NetCashProvidedByUsedInOperatingActivities,2024-01-19,7800,7228,142,0,"[{""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 365, ""period_end"": ""2023-09-30"", ""period_start"": ""2022-10-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01""}, {""accession_number"": ""0001018724-23-000018"", ""filed_date"": ""2023-10-27"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q3"", ""period_duration_days"": 92, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-07-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-23-000018"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2023-10-27"", ""form"": ""10-Q"", ""fp"": ""Q3"", ""fy"": 2023, ""period_duration_class"": ""year_to_date_h2"", ""period_duration_days"": 273, ""period_end"": ""2023-09-30"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""dd23db98ce723c665793b5ad78765fda07b02f6e1241e9c3b6f1a54e9c5f0985"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 42481000000}"
